kernel_name,dim_m,dim_n,dim_k,fusion_avg,fusion_min,fusion_max,fusion_stddev,sample_count,scale_sim_cycles
matmul_96x32x32,96,32,32,1.16935725,1.114285,1.348482,0.0690333192092012,20,414
matmul_96x32x48,96,32,48,1.0534196999999998,0.995715,1.237143,0.0754467545366651,20,414
matmul_96x32x64,96,32,64,1.05643745,1.008572,1.241429,0.0550884083704261,20,414
matmul_96x32x80,96,32,80,1.06847785,1.027054,1.261339,0.0543005341887797,20,414
matmul_96x32x96,96,32,96,1.0845134,1.045625,1.24,0.052115964682417,20,414
matmul_96x48x112,96,48,112,1.14171425,1.085804,1.29,0.0820790826073918,20,430
matmul_96x48x128,96,48,128,1.117799,1.067232,1.295715,0.0632956094519575,20,430
matmul_96x48x32,96,48,32,1.1774065,1.139911,1.341429,0.0427882080121934,20,430
matmul_96x48x48,96,48,48,1.18312935,1.164286,1.341429,0.0506214610191483,20,430
matmul_96x48x64,96,48,64,1.09920995,1.042857,1.28,0.0706911051878634,20,430
matmul_96x48x80,96,48,80,1.12004025,1.058571,1.305715,0.0733906929183767,20,430
matmul_96x48x96,96,48,96,1.11941945,1.068482,1.294285,0.0694119068433431,20,430
matmul_96x64x112,96,64,112,1.1498706,1.092857,1.340089,0.0748702100032906,20,446
matmul_96x64x128,96,64,128,1.1332188,1.087143,1.261429,0.0514493988298978,20,446
matmul_96x64x32,96,64,32,1.2129999,1.151428,1.395625,0.0708461324360572,20,446
matmul_96x64x48,96,64,48,1.2383749,1.182946,1.394375,0.0808124039853054,20,446
matmul_96x64x64,96,64,64,1.21398665,1.170089,1.414197,0.056740568603977,20,446
matmul_96x64x80,96,64,80,1.12919635,1.078661,1.301428,0.0672052764190079,20,446
matmul_96x64x96,96,64,96,1.1154509,1.085803,1.22,0.025282513628156,20,446
matmul_96x80x112,96,80,112,1.1425582,1.109911,1.245715,0.0294204328255398,20,462
matmul_96x80x128,96,80,128,1.1460579,1.127142,1.270089,0.0400879551774004,20,462
matmul_96x80x32,96,80,32,1.20873205,1.182857,1.301518,0.0259849985497199,20,462
matmul_96x80x48,96,80,48,1.2292278,1.191429,1.425803,0.0517334298542461,20,462
matmul_96x80x64,96,80,64,1.22787055,1.194196,1.42,0.047052422282828,20,462
matmul_96x80x80,96,80,80,1.2765046,1.211428,1.465715,0.0809491359099553,20,462
matmul_96x80x96,96,80,96,1.17420975,1.131429,1.354375,0.0759323071681717,20,462
matmul_96x96x112,96,96,112,1.27655795,1.155714,1.43,0.087380173086814,20,478
matmul_96x96x128,96,96,128,1.2731205,1.165625,1.478661,0.0973831325789776,20,478
matmul_96x96x32,96,96,32,1.2417902,1.204375,1.365625,0.0459679720235502,20,478
matmul_96x96x48,96,96,48,1.25371875,1.21,1.415714,0.0579567808383517,20,478
matmul_96x96x64,96,96,64,1.2435089,1.211339,1.38,0.0385367212243895,20,478
matmul_96x96x80,96,96,80,1.2690848,1.238661,1.338571,0.0230680194952141,20,478
matmul_96x96x96,96,96,96,1.2458704,1.164375,1.44,0.064143084404199,20,478
