kernel_name,batch_size,channels,height,width,total_elements,avg_duration_us,predicted_duration_us,residuals
"layer_norm_(1,128,256,128)",1,128,256,128,4194304,97.682411,20.66388002595697,77.01853097404303
"layer_norm_(1,128,256,256)",1,128,256,256,8388608,191.21288733333336,127.35624924400278,63.85663808933057
"layer_norm_(1,128,256,384)",1,128,256,384,12582912,278.927619,234.04861846204858,44.87900053795141
"layer_norm_(1,128,256,512)",1,128,256,512,16777216,366.222857,340.7409876800944,25.48186931990557
"layer_norm_(1,128,256,640)",1,128,256,640,20971520,450.2871723333333,447.43335689814023,2.8538154351930416
"layer_norm_(1,128,256,768)",1,128,256,768,25165824,549.8600299999999,554.125726116186,-4.265696116186064
"layer_norm_(1,128,256,896)",1,128,256,896,29360128,636.53375,660.8180953342319,-24.28434533423183
"layer_norm_(1,128,256,1024)",1,128,256,1024,33554432,732.8094936666666,767.5104645522777,-34.700970885611014
"layer_norm_(1,128,384,128)",1,128,384,128,6291456,90.35285733333336,74.01006463497987,16.34279269835349
"layer_norm_(1,128,384,256)",1,128,384,256,12582912,279.316161,234.04861846204858,45.26754253795144
"layer_norm_(1,128,384,384)",1,128,384,384,18874368,274.521012,394.0871722891173,-119.5661602891173
"layer_norm_(1,128,384,512)",1,128,384,512,25165824,550.9709523333335,554.125726116186,-3.154773782852544
"layer_norm_(1,128,384,640)",1,128,384,640,31457280,462.19092266666667,714.1642799432548,-251.9733572765881
"layer_norm_(1,128,384,768)",1,128,384,768,37748736,815.6142856666667,874.2028337703234,-58.58854810365676
"layer_norm_(1,128,384,896)",1,128,384,896,44040192,650.317649,1034.241387597392,-383.9237385973921
"layer_norm_(1,128,384,1024)",1,128,384,1024,50331648,1096.004762,1194.279941424461,-98.27517942446093
"layer_norm_(1,128,512,128)",1,128,512,128,8388608,188.791458,127.35624924400278,61.43520875599722
"layer_norm_(1,128,512,256)",1,128,512,256,16777216,363.30806566666666,340.7409876800944,22.567077986572258
"layer_norm_(1,128,512,384)",1,128,512,384,25165824,550.5414286666665,554.125726116186,-3.584297449519454
"layer_norm_(1,128,512,512)",1,128,512,512,33554432,731.2804463333333,767.5104645522777,-36.23001821894434
"layer_norm_(1,128,512,640)",1,128,512,640,41943040,912.5461606666668,980.8952029883693,-68.34904232170254
"layer_norm_(1,128,512,768)",1,128,512,768,50331648,1095.973363,1194.279941424461,-98.3065784244609
"layer_norm_(1,128,512,896)",1,128,512,896,58720256,1278.2023513333334,1407.6646798605525,-129.46232852721914
"layer_norm_(1,128,512,1024)",1,128,512,1024,67108864,1466.251488,1621.049418296644,-154.79793029664393
"layer_norm_(1,128,640,128)",1,128,640,128,10485760,160.7876193333333,180.7024338530257,-19.914814519692385
"layer_norm_(1,128,640,256)",1,128,640,256,20971520,450.75383933333336,447.43335689814023,3.320482435193128
"layer_norm_(1,128,640,384)",1,128,640,384,31457280,456.7404163333333,714.1642799432548,-257.42386360992145
"layer_norm_(1,128,640,512)",1,128,640,512,41943040,913.0790476666668,980.8952029883693,-67.81615532170247
"layer_norm_(1,128,640,640)",1,128,640,640,52428800,769.5719646666666,1247.6261260334836,-478.05416136681697
"layer_norm_(1,128,640,768)",1,128,640,768,62914560,1370.8333329999998,1514.3570490785983,-143.52371607859845
"layer_norm_(1,128,640,896)",1,128,640,896,73400320,1083.7429166666668,1781.087972123713,-697.3450554570461
"layer_norm_(1,128,640,1024)",1,128,640,1024,83886080,1841.0637496666668,2047.8188951688276,-206.75514550216076
"layer_norm_(1,128,768,128)",1,128,768,128,12582912,278.3118156666667,234.04861846204858,44.26319720461811
"layer_norm_(1,128,768,256)",1,128,768,256,25165824,541.4861603333333,554.125726116186,-12.639565782852742
"layer_norm_(1,128,768,384)",1,128,768,384,37748736,814.8481253333333,874.2028337703234,-59.35470843699011
"layer_norm_(1,128,768,512)",1,128,768,512,50331648,1093.9690776666669,1194.279941424461,-100.3108637577941
"layer_norm_(1,128,768,640)",1,128,768,640,62914560,1370.167143,1514.3570490785983,-144.18990607859837
"layer_norm_(1,128,768,768)",1,128,768,768,75497472,1655.847649,1834.4341567327356,-178.58650773273553
"layer_norm_(1,128,768,896)",1,128,768,896,88080384,3359.650506,2154.5112643868733,1205.1392416131266
"layer_norm_(1,128,768,1024)",1,128,768,1024,100663296,2205.061369333333,2474.5883720410106,-269.52700270767764
"layer_norm_(1,128,896,128)",1,128,896,128,14680064,226.5324106666667,287.3948030710715,-60.86239240440483
"layer_norm_(1,128,896,256)",1,128,896,256,29360128,637.1043156666667,660.8180953342319,-23.713779667565177
"layer_norm_(1,128,896,384)",1,128,896,384,44040192,638.9537799999999,1034.241387597392,-395.28760759739214
"layer_norm_(1,128,896,512)",1,128,896,512,58720256,1278.974285666667,1407.6646798605525,-128.6903941938856
"layer_norm_(1,128,896,640)",1,128,896,640,73400320,1077.7085713333336,1781.087972123713,-703.3794007903793
"layer_norm_(1,128,896,768)",1,128,896,768,88080384,3359.661964333333,2154.5112643868733,1205.1506999464596
"layer_norm_(1,128,896,896)",1,128,896,896,102760448,1516.6086309999998,2527.9345566500338,-1011.3259256500339
"layer_norm_(1,128,896,1024)",1,128,896,1024,117440512,2696.0933336666667,2901.357848913194,-205.26451524652748
"layer_norm_(1,128,1024,128)",1,128,1024,128,16777216,366.1357143333333,340.7409876800944,25.394726653238877
"layer_norm_(1,128,1024,256)",1,128,1024,256,33554432,722.1252079999999,767.5104645522777,-45.385256552277724
"layer_norm_(1,128,1024,384)",1,128,1024,384,50331648,1095.1318746666668,1194.279941424461,-99.14806675779414
"layer_norm_(1,128,1024,512)",1,128,1024,512,67108864,1466.562857,1621.049418296644,-154.48656129664414
"layer_norm_(1,128,1024,640)",1,128,1024,640,83886080,1841.189523666667,2047.8188951688276,-206.62937150216067
"layer_norm_(1,128,1024,768)",1,128,1024,768,100663296,3694.733869,2474.5883720410106,1220.1454969589895
"layer_norm_(1,128,1024,896)",1,128,1024,896,117440512,2696.081428666667,2901.357848913194,-205.27642024652732
"layer_norm_(1,128,1024,1024)",1,128,1024,1024,134217728,2925.925714333333,3328.1273257853773,-402.2016114520443
"layer_norm_(1,192,128,128)",1,192,128,128,3145728,66.17857166666667,-6.009212278554486,72.18778394522116
"layer_norm_(1,192,128,256)",1,192,128,256,6291456,146.58526766666668,74.01006463497987,72.57520303168681
"layer_norm_(1,192,128,384)",1,192,128,384,9437184,235.53526766666667,154.02934154851422,81.50592611815244
"layer_norm_(1,192,128,512)",1,192,128,512,12582912,283.1243156666667,234.04861846204858,49.07569720461811
"layer_norm_(1,192,128,640)",1,192,128,640,15728640,354.11860133333334,314.06789537558296,40.05070595775038
"layer_norm_(1,192,128,768)",1,192,128,768,18874368,417.4271426666666,394.0871722891173,23.33997037754932
"layer_norm_(1,192,128,896)",1,192,128,896,22020096,482.211875,474.1064492026517,8.105425797348346
"layer_norm_(1,192,128,1024)",1,192,128,1024,25165824,549.4229166666668,554.125726116186,-4.702809449519236
"layer_norm_(1,192,256,128)",1,192,256,128,6291456,146.14666633333334,74.01006463497987,72.13660169835347
"layer_norm_(1,192,256,256)",1,192,256,256,12582912,286.321369,234.04861846204858,52.272750537951424
"layer_norm_(1,192,256,384)",1,192,256,384,18874368,417.950476,394.0871722891173,23.86330371088269
"layer_norm_(1,192,256,512)",1,192,256,512,25165824,548.7875893333334,554.125726116186,-5.338136782852644
"layer_norm_(1,192,256,640)",1,192,256,640,31457280,674.9613993333334,714.1642799432548,-39.20288060992141
"layer_norm_(1,192,256,768)",1,192,256,768,37748736,823.9271130000001,874.2028337703234,-50.275720770323346
"layer_norm_(1,192,256,896)",1,192,256,896,44040192,954.2890476666666,1034.241387597392,-79.95233993072543
"layer_norm_(1,192,256,1024)",1,192,256,1024,50331648,1098.108988,1194.279941424461,-96.170953424461
"layer_norm_(1,192,384,128)",1,192,384,128,9437184,235.224762,154.02934154851422,81.19542045148577
"layer_norm_(1,192,384,256)",1,192,384,256,18874368,418.27806533333336,394.0871722891173,24.190893044216068
"layer_norm_(1,192,384,384)",1,192,384,384,28311552,647.1543156666667,634.1450030297204,13.00931263694622
"layer_norm_(1,192,384,512)",1,192,384,512,37748736,825.7118753333333,874.2028337703234,-48.49095843699013
"layer_norm_(1,192,384,640)",1,192,384,640,47185920,1068.902887,1114.2606645109267,-45.35777751092678
"layer_norm_(1,192,384,768)",1,192,384,768,56623104,1222.1914286666668,1354.3184952515298,-132.1270665848631
"layer_norm_(1,192,384,896)",1,192,384,896,66060288,1477.937113,1594.3763259921325,-116.43921299213252
"layer_norm_(1,192,384,1024)",1,192,384,1024,75497472,1642.786696333333,1834.4341567327356,-191.64746039940246
"layer_norm_(1,192,512,128)",1,192,512,128,12582912,282.7875896666667,234.04861846204858,48.73897120461811
"layer_norm_(1,192,512,256)",1,192,512,256,25165824,544.2833033333333,554.125726116186,-9.842422782852736
"layer_norm_(1,192,512,384)",1,192,512,384,37748736,825.3175596666666,874.2028337703234,-48.8852741036568
"layer_norm_(1,192,512,512)",1,192,512,512,50331648,1096.398631,1194.279941424461,-97.88131042446093
"layer_norm_(1,192,512,640)",1,192,512,640,62914560,1368.2280953333332,1514.3570490785983,-146.1289537452651
"layer_norm_(1,192,512,768)",1,192,512,768,75497472,1643.276161,1834.4341567327356,-191.15799573273557
"layer_norm_(1,192,512,896)",1,192,512,896,88080384,1917.32622,2154.5112643868733,-237.18504438687341
"layer_norm_(1,192,512,1024)",1,192,512,1024,100663296,2198.32997,2474.5883720410106,-276.25840204101087
"layer_norm_(1,192,640,128)",1,192,640,128,15728640,353.768988,314.06789537558296,39.701092624417015
"layer_norm_(1,192,640,256)",1,192,640,256,31457280,675.3672016666668,714.1642799432548,-38.79707827658797
"layer_norm_(1,192,640,384)",1,192,640,384,47185920,1068.251399,1114.2606645109267,-46.00926551092675
"layer_norm_(1,192,640,512)",1,192,640,512,62914560,1368.8442859999998,1514.3570490785983,-145.51276307859848
"layer_norm_(1,192,640,640)",1,192,640,640,78643200,1793.0495536666667,1914.4534336462702,-121.40387997960352
"layer_norm_(1,192,640,768)",1,192,640,768,94371840,2055.367678333333,2314.549818213942,-259.18213988060916
"layer_norm_(1,192,640,896)",1,192,640,896,110100480,2490.887648666667,2714.6462027816137,-223.75855411494695
"layer_norm_(1,192,640,1024)",1,192,640,1024,125829120,2760.3009223333333,3114.7425873492857,-354.44166501595237
"layer_norm_(1,192,768,128)",1,192,768,128,18874368,417.0375893333333,394.0871722891173,22.95041704421601
"layer_norm_(1,192,768,256)",1,192,768,256,37748736,811.2661606666667,874.2028337703234,-62.936673103656744
"layer_norm_(1,192,768,384)",1,192,768,384,56623104,1221.707589,1354.3184952515298,-132.61090625152974
"layer_norm_(1,192,768,512)",1,192,768,512,75497472,1639.7799700000005,1834.4341567327356,-194.65418673273507
"layer_norm_(1,192,768,640)",1,192,768,640,94371840,2055.51381,2314.549818213942,-259.0360082139423
"layer_norm_(1,192,768,768)",1,192,768,768,113246208,2482.6019346666667,2794.6654796951484,-312.0635450284817
"layer_norm_(1,192,768,896)",1,192,768,896,132120576,5038.862351333333,3274.781141176354,1764.081210156979
"layer_norm_(1,192,768,1024)",1,192,768,1024,150994944,3307.031398333334,3754.8968026575603,-447.86540432422635
"layer_norm_(1,192,896,128)",1,192,896,128,22020096,481.8091073333333,474.1064492026517,7.702658130681641
"layer_norm_(1,192,896,256)",1,192,896,256,44040192,954.707143,1034.241387597392,-79.5342445973921
"layer_norm_(1,192,896,384)",1,192,896,384,66060288,1477.2561906666667,1594.3763259921325,-117.12013532546575
"layer_norm_(1,192,896,512)",1,192,896,512,88080384,1917.3157736666665,2154.5112643868733,-237.19549072020686
"layer_norm_(1,192,896,640)",1,192,896,640,110100480,2490.7280656666667,2714.6462027816137,-223.91813711494706
"layer_norm_(1,192,896,768)",1,192,896,768,132120576,5039.038065666667,3274.781141176354,1764.2569244903125
"layer_norm_(1,192,896,896)",1,192,896,896,154140672,4948.392351,3834.916079571095,1113.4762714289054
"layer_norm_(1,192,896,1024)",1,192,896,1024,176160768,4043.4080953333337,4395.051017965835,-351.64292263250127
"layer_norm_(1,192,1024,128)",1,192,1024,128,25165824,548.748095,554.125726116186,-5.377631116185967
"layer_norm_(1,192,1024,256)",1,192,1024,256,50331648,1082.353363,1194.279941424461,-111.92657842446101
"layer_norm_(1,192,1024,384)",1,192,1024,384,75497472,1642.6828273333333,1834.4341567327356,-191.75132939940227
"layer_norm_(1,192,1024,512)",1,192,1024,512,100663296,2198.781428333333,2474.5883720410106,-275.8069437076774
"layer_norm_(1,192,1024,640)",1,192,1024,640,125829120,2760.326726,3114.7425873492857,-354.41586134928593
"layer_norm_(1,192,1024,768)",1,192,1024,768,150994944,5541.478066,3754.8968026575603,1786.5812633424393
"layer_norm_(1,192,1024,896)",1,192,1024,896,176160768,4043.624285333333,4395.051017965835,-351.4267326325021
"layer_norm_(1,192,1024,1024)",1,192,1024,1024,201326592,4388.160952333333,5035.20523327411,-647.0442809407768
